tweet,label,clean_text,label_encoded
Naona tuna wajasiriamali wazuri katika teknolojia hasa lakini tumekosa ubunifu katika maeneo mengine,neutral,naona tuna wajasiriamali wazuri katika teknolojia hasa lakini tumekosa ubunifu katika maeneo mengine,1
Nilipokutana na mwanaume wa 2 siku ya kwanza tu kushiriki naye tendo nikapata mimba alipaniki na nilimuelewa kwani nilikuw,negative,nilipokutana na mwanaume wa siku ya kwanza tu kushiriki naye tendo nikapata mimba alipaniki na nilimuelewa kwani nilikuw,0
Ukipata nafasi ya kuishi Dar usiondoke ukiweza kuishi Dar hakuna mkoa Utakao kusumbua kwenye maswala ya kutafuta hela,positive,ukipata nafasi ya kuishi dar usiondoke ukiweza kuishi dar hakuna mkoa utakao kusumbua kwenye maswala ya kutafuta hela,2
Chanjo ya UVIKO19 itakusaidia kupambana na virusi na kukupunguzia hatari ya kupoteza maisha,positive,chanjo ya uviko itakusaidia kupambana na virusi na kukupunguzia hatari ya kupoteza maisha,2
Hofu yao iko kwenye uovu wao ambao wameisha ifanyia jamii,negative,hofu yao iko kwenye uovu wao ambao wameisha ifanyia jamii,0
Bilioni 6 zatolewa na Uingereza kujenga shule Kagera,neutral,bilioni zatolewa na uingereza kujenga shule kagera,1
ndo mana mchungaji msigwa anamuambiaaga anaogooa kulogwa,neutral,ndo mana mchungaji msigwa anamuambiaaga anaogooa kulogwa,1
Tunaomba radhi kwa usumbufu uliojitokezahuduma imerejea unaweza kutumiank,neutral,tunaomba radhi kwa usumbufu uliojitokezahuduma imerejea unaweza kutumiank,1
Mkuu wa Wilaya ya Nakonde Alex Sinkala akiwa amepiga magoti kumshukuru Rais Dkt Magufuli kwa kumpa TZS 5 milioni kwa aj,positive,mkuu wa wilaya ya nakonde alex sinkala akiwa amepiga magoti kumshukuru rais dkt magufuli kwa kumpa tzs milioni kwa aj,2
MT kilimanjaro,neutral,mt kilimanjaro,1
unakaribishwa siku ya uzinduzi maswali yako yatapata ufumbuzi Ahsante,neutral,unakaribishwa siku ya uzinduzi maswali yako yatapata ufumbuzi ahsante,1
Pole sana kwa changamoto uliopata,positive,pole sana kwa changamoto uliopata,2
Habari Ahsante kwa kuwasiliana nasi Naomba nikusaidie tafadhali RP,positive,habari ahsante kwa kuwasiliana nasi naomba nikusaidie tafadhali rp,2
Napenda kuwahakikishia watanzania kuwa gawio hili tutalitumia kuwaletea maendeleo wananchi wetu Hizi fedha zitatumika viz,positive,napenda kuwahakikishia watanzania kuwa gawio hili tutalitumia kuwaletea maendeleo wananchi wetu hizi fedha zitatumika viz,2
Habari karibu katika ukurasa wetu tukuhudumie,neutral,habari karibu katika ukurasa wetu tukuhudumie,1
Habari Tafadhali piga 14700 au 14800 chagua saizi yako siku wikimwezi au Halichachi kupata vifurushi vyetu vilivyoboreshwa zaidi sasa,positive,habari tafadhali piga au chagua saizi yako siku wikimwezi au halichachi kupata vifurushi vyetu vilivyoboreshwa zaidi sasa,2
Siku ya Huduma kwa Walevi Leo mapema boss kalewa Local beer ni 2000 tu,neutral,siku ya huduma kwa walevi leo mapema boss kalewa local beer ni tu,1
Habarikwa sasa unaweza kupata ujumbe ukiweka kwa wakalakupata ujumbe unapoweka dirishani bado ipo katika mchakato SM,positive,habarikwa sasa unaweza kupata ujumbe ukiweka kwa wakalakupata ujumbe unapoweka dirishani bado ipo katika mchakato sm,2
Niliwahi kusema hivi kwenye msg kwa Jamaa mmoja hivi Maarufu alikuwa anasumbua Sana na michango Hatimae urafiki Wetu,negative,niliwahi kusema hivi kwenye msg kwa jamaa mmoja hivi maarufu alikuwa anasumbua sana na michango hatimae urafiki wetu,0
MKURUGENZI KILWA AJIVUNIA MCHANGO WA ZAO LA UFUTA KWENYE MAENDELEO YA HALMASHAURI YAKE      Mkurugenzi wa Halmashauri ya wilaya ya Kilwa Renatus Mchawi amesema kwasasa Halmashauri ya wilaya ya kilwa imepiga,positive,mkurugenzi kilwa ajivunia mchango wa zao la ufuta kwenye maendeleo ya halmashauri yake mkurugenzi wa halmashauri ya wilaya ya kilwa renatus mchawi amesema kwasasa halmashauri ya wilaya ya kilwa imepiga,2
Habaritafadhali fahamu kuwa gharama hiyo unapata ofa ya kifurushi cha DStv Compact Tzs 44000kwa mwezi mmojaGift,positive,habaritafadhali fahamu kuwa gharama hiyo unapata ofa ya kifurushi cha dstv compact tzs kwa mwezi mmojagift,2
Tupunguze Uzito,positive,tupunguze uzito,2
Chale ameachia mzigo wa CocoCoco hana nguvu kabisaaE bwana Nitaharuki si kwa Coco wala Denge Tunafanyaje sasa,neutral,chale ameachia mzigo wa cocococo hana nguvu kabisaae bwana nitaharuki si kwa coco wala denge tunafanyaje sasa,1
Aliyekuwa mke wa Rais wa Afrika Kusini Nelson Mandela Winnie Mandela 81 amefariki dunia,negative,aliyekuwa mke wa rais wa afrika kusini nelson mandela winnie mandela amefariki dunia,0
Tumependekezwa kuwania Tuzo ya Taasisi inayotumia vizuri zaidi mitandao ya kijamii katika uchechemuzi na mawasiliano Tunaku,positive,tumependekezwa kuwania tuzo ya taasisi inayotumia vizuri zaidi mitandao ya kijamii katika uchechemuzi na mawasiliano tunaku,2
Kwa wataalamu wa alama za barabarani hii alama inamaanisha nini Mdau mmoja kasema inamaanisha watu hawasiki honi je ni,neutral,kwa wataalamu wa alama za barabarani hii alama inamaanisha nini mdau mmoja kasema inamaanisha watu hawasiki honi je ni,1
Hili linazungumzia na,neutral,hili linazungumzia na,1
Miss Tanzania ameshukuru wote waliomuunga mkono kwenye mashindano ya Miss World 2018,positive,miss tanzania ameshukuru wote waliomuunga mkono kwenye mashindano ya miss world,2
Kama tulivyokupatia maelekezo hapo awali kuwa songesha inakuwezeshea kununua muda wa maongezi kununua kifurushi unachokihitaji kutuma na kutoa pesa pia kufanya malipo kupitia Mpesa Kama umeishiwa kifurushi unaweza kununua kwa kutumia huduma,neutral,kama tulivyokupatia maelekezo hapo awali kuwa songesha inakuwezeshea kununua muda wa maongezi kununua kifurushi unachokihitaji kutuma na kutoa pesa pia kufanya malipo kupitia mpesa kama umeishiwa kifurushi unaweza kununua kwa kutumia huduma,1
Watu wengi wanatumia vifaa vya lakini hawajui namna ya kujilinda gt tunaendesha mafun,neutral,watu wengi wanatumia vifaa vya lakini hawajui namna ya kujilinda gt tunaendesha mafun,1
huezi amini mpaka leo hajaoa na sasa hivi anamchezea tu wa watu,negative,huezi amini mpaka leo hajaoa na sasa hivi anamchezea tu wa watu,0
Utabiri wa Hali ya Hewa wa siku tano na athari zinazoweza kutokea Umetolewa leo tarehe 11052019 na Mamlaka ya Hali ya,positive,utabiri wa hali ya hewa wa siku tano na athari zinazoweza kutokea umetolewa leo tarehe na mamlaka ya hali ya,2
Nafasi ya wewe kumiliki nyumba ndio hii Sasa unaweza kununua nyumba kutoka NHC kwa bei,positive,nafasi ya wewe kumiliki nyumba ndio hii sasa unaweza kununua nyumba kutoka nhc kwa bei,2
Ukitaka taarifa kuhusu chanjo ya uviko 19 uwa unatumia source zipi,neutral,ukitaka taarifa kuhusu chanjo ya uviko uwa unatumia source zipi,1
Kigogo ofisi ya RC Mwanza mikononi mwa Takukuru,neutral,kigogo ofisi ya rc mwanza mikononi mwa takukuru,1
Sema waje chunya huku watoe elimu pia wachimbaji wadogo tu,neutral,sema waje chunya huku watoe elimu pia wachimbaji wadogo tu,1
Rais Trump amesema amezungumza na Waziri Mkuu wa India Narendra Modi na kumwambia kuwa Marekani inataka izipate dawa za Hyd,neutral,rais trump amesema amezungumza na waziri mkuu wa india narendra modi na kumwambia kuwa marekani inataka izipate dawa za hyd,1
Kwa wale wanaonunua kuku tayar washachinjwa inaeza tokea kitu kmhii nunua mfugo uchinje mwenyewe au achijwe unamuona,neutral,kwa wale wanaonunua kuku tayar washachinjwa inaeza tokea kitu kmhii nunua mfugo uchinje mwenyewe au achijwe unamuona,1
PICHANI ni baadhi ya wanfunzi wa shule ya msingi Itika wilayani Mufindi mkoani Iringa wakinyoosha mikono juu kama ishara,positive,pichani ni baadhi ya wanfunzi wa shule ya msingi itika wilayani mufindi mkoani iringa wakinyoosha mikono juu kama ishara,2
wakitaa chakwa buruda 885 msanue aguse kibabe ya gwala kwa,neutral,wakitaa chakwa buruda msanue aguse kibabe ya gwala kwa,1
Habari itakapofika Tabora tutakupatia taarifaJ,neutral,habari itakapofika tabora tutakupatia taarifaj,1
Tungependa kujua unatumia simu ya aina gani tatizo lina muda gani na uko sehemu gani tunaomba namba yako utume inbox kwa msaada zaidi VM,neutral,tungependa kujua unatumia simu ya aina gani tatizo lina muda gani na uko sehemu gani tunaomba namba yako utume inbox kwa msaada zaidi vm,1
Kupitia kambi hii naamini tutapata viongozi mahiri na sisi tutaendelea kuwaunga mkono katika kutimiza,positive,kupitia kambi hii naamini tutapata viongozi mahiri na sisi tutaendelea kuwaunga mkono katika kutimiza,2
Habari Asante kwa kutuandikia kupitia kurasa zetu tafadhali tuandikie ujumbe na namba ya kadi kwa msaada zaidi Salim,positive,habari asante kwa kutuandikia kupitia kurasa zetu tafadhali tuandikie ujumbe na namba ya kadi kwa msaada zaidi salim,2
Mama Verdiana alisema maneno mazito sana kabla ya kifo chake maneno hayo aliyaelekeza kwa Mhe Rais Namwomba sana Mhe,neutral,mama verdiana alisema maneno mazito sana kabla ya kifo chake maneno hayo aliyaelekeza kwa mhe rais namwomba sana mhe,1
Uandishi ni rejea nzuri sana kwa kizazi cha leo na kesho Binafsi nakupongeza sana kwa uthubutu,neutral,uandishi ni rejea nzuri sana kwa kizazi cha leo na kesho binafsi nakupongeza sana kwa uthubutu,1
kufahamu kiasi na kufanya malipo kuondoa ujumbe kama E16 E18 E19 E30 E32 na E162 na kubadili kifurushi Salim,neutral,kufahamu kiasi na kufanya malipo kuondoa ujumbe kama e e e e e na e na kubadili kifurushi salim,1
Kutokana na kuongezeka kwa kiwango cha udhibiti mamlaka makubwa wanayopewa maafisa na tafsiri kandamizi zilizopo katika,neutral,kutokana na kuongezeka kwa kiwango cha udhibiti mamlaka makubwa wanayopewa maafisa na tafsiri kandamizi zilizopo katika,1
Kwa mara ya kwanza Tanzania imefanya utafiti wa Measuring Early Learning Quality and Outcomes MELQO na imechangia kupata t,positive,kwa mara ya kwanza tanzania imefanya utafiti wa measuring early learning quality and outcomes melqo na imechangia kupata t,2
Tafadhali fahamu kuwa utapata ofa hiyo baada ya kifurushi chako kuishaSalim,neutral,tafadhali fahamu kuwa utapata ofa hiyo baada ya kifurushi chako kuishasalim,1
hiyo uliyoishika sahivi ina wimbo wake kabisa na unabamba kinoma,positive,hiyo uliyoishika sahivi ina wimbo wake kabisa na unabamba kinoma,2
ndio inawezekana Kufungua akaunti inabidi uwe na miaka 18 na kuendelea kitambulisho kinachotambulika kisheriacha kura au leseni ya udereva au pasi ya kusafiria au kitambulisho cha kazi au cha taifa na gharama zake ni shs 10000 akaunti,neutral,ndio inawezekana kufungua akaunti inabidi uwe na miaka na kuendelea kitambulisho kinachotambulika kisheriacha kura au leseni ya udereva au pasi ya kusafiria au kitambulisho cha kazi au cha taifa na gharama zake ni shs akaunti,1
Asante sana kwa maoni na ushauritunaendelea kuboresha na tutafika maeneo yote ambayo bado,neutral,asante sana kwa maoni na ushauritunaendelea kuboresha na tutafika maeneo yote ambayo bado,1
Ukitoa huduma nzuri unapewa Tipukizogoa tunaisubiria hadi mia 2 chenjiso kwa dada wa jikoni wa Amuzz uliyenihudumiamke wangu anakupenda,neutral,ukitoa huduma nzuri unapewa tipukizogoa tunaisubiria hadi mia chenjiso kwa dada wa jikoni wa amuzz uliyenihudumiamke wangu anakupenda,1
Kwa CAG mpya nakutakia kazi njema usije ukaenda huko ukajifanya na wewe ni mhimili mihimili ni mitatu tu na umeiona hapa na katika kiapo chako nilikuwa nakisikiliza nafasi yako ni Mkaguzi Mkuu wa Hesabu za,neutral,kwa cag mpya nakutakia kazi njema usije ukaenda huko ukajifanya na wewe ni mhimili mihimili ni mitatu tu na umeiona hapa na katika kiapo chako nilikuwa nakisikiliza nafasi yako ni mkaguzi mkuu wa hesabu za,1
Hakuna kitu tunaweza kufanikisha kama azaki moja au mtu mmoja Tunahitaji kushirikiana Tunahitaji nguvu za pamoja kuha,positive,hakuna kitu tunaweza kufanikisha kama azaki moja au mtu mmoja tunahitaji kushirikiana tunahitaji nguvu za pamoja kuha,2
Changamoto za Wafanyabiashara na wanunua bidhaa,neutral,changamoto za wafanyabiashara na wanunua bidhaa,1
tafadhali fahamu kuwa ulishawahi kusajili kupitia simu nyingine utatakiwa kufika tawini kuwezesha sim app kwa kutumia simu yako ya sasaJB,neutral,tafadhali fahamu kuwa ulishawahi kusajili kupitia simu nyingine utatakiwa kufika tawini kuwezesha sim app kwa kutumia simu yako ya sasajb,1
Jenga Bet  Getafe Real Madrid  Timu hizi zimeshinda mabao 30 kwenye mechi zao zilizopita LaLiga Mechi yao itakuwa na mabao mangapi Bashiri idadi ya magoli na masoko mengine hadi 6kwenye mechi hii kwa JENGA BET ushinde,positive,jenga bet getafe real madrid timu hizi zimeshinda mabao kwenye mechi zao zilizopita laliga mechi yao itakuwa na mabao mangapi bashiri idadi ya magoli na masoko mengine hadi kwenye mechi hii kwa jenga bet ushinde,2
Popote palipo na watu pana pesa yako namna gani uichukue ndo hapo kwenye kugawana fursa,neutral,popote palipo na watu pana pesa yako namna gani uichukue ndo hapo kwenye kugawana fursa,1
Ukiwa Kam mfanyabiashara karibu siku ya tareh 67 November ndan ya viwanja vya Oysterbay Uje kuuza na kutangaza bias,neutral,ukiwa kam mfanyabiashara karibu siku ya tareh november ndan ya viwanja vya oysterbay uje kuuza na kutangaza bias,1
ondoa shaka  ni hapa Mtoto wako atafundishwa na walimu wetu kwa kufuatwa nyumbani Atac,neutral,ondoa shaka ni hapa mtoto wako atafundishwa na walimu wetu kwa kufuatwa nyumbani atac,1
Kwa pamoja tunaweza kulinda afya zetu na watu wanatuzunguka kwa kupata chanjo ya uviko 19,positive,kwa pamoja tunaweza kulinda afya zetu na watu wanatuzunguka kwa kupata chanjo ya uviko,2
Tuna penda sana shortcut yani mtu ana taka kupata followers wengi kwa mda mchache au mtu anataka kufanikiw,neutral,tuna penda sana shortcut yani mtu ana taka kupata followers wengi kwa mda mchache au mtu anataka kufanikiw,1
Uhuru Jumatano Disemba 25 2019,neutral,uhuru jumatano disemba,1
Asante kwa kushiriki nasi kwa vifurushi nafuu vya dakika na intaneti piga 14915 kujiunga,positive,asante kwa kushiriki nasi kwa vifurushi nafuu vya dakika na intaneti piga kujiunga,2
Muonekano wa mpaka kati ya Argentina Paraguay na Brazil katika makutano ya Mto Iguaz na Mto Paran,positive,muonekano wa mpaka kati ya argentina paraguay na brazil katika makutano ya mto iguaz na mto paran,2
MDHAMINI WA TUNDU LISSU ATISHIA KUJITOA Mdhamini wa Mbunge wa Singida Mashariki CHADEMA Robert Katula ameieleza Mahakama ya Hakimu Mkazi Kisutu kwamba anatamani kujitoa kumdhamini,negative,mdhamini wa tundu lissu atishia kujitoa mdhamini wa mbunge wa singida mashariki chadema robert katula ameieleza mahakama ya hakimu mkazi kisutu kwamba anatamani kujitoa kumdhamini,0
Popote mtakapo muona mwambieni tuna krate lake  Ijumaaa na Jumamosi Tukutane mapema mno kuna suprise,neutral,popote mtakapo muona mwambieni tuna krate lake ijumaaa na jumamosi tukutane mapema mno kuna suprise,1
Msikilize Prince Dully Sykes ndani Power Breakfast Clouds Fm akifunguka juu ya show yake ya MIAKA 15 YA BONGO,neutral,msikilize prince dully sykes ndani power breakfast clouds fm akifunguka juu ya show yake ya miaka ya bongo,1
Usijisikie dhaifu kuitwa mwogajapo sio kwamba woga utakusaidia katika kila nyanja lakini hofu na wasiwasi ni nguzo muhimu za,positive,usijisikie dhaifu kuitwa mwogajapo sio kwamba woga utakusaidia katika kila nyanja lakini hofu na wasiwasi ni nguzo muhimu za,2
Hello Naomba Retweets zakutosha watu wajue NINAFANYA USAFI siku hizi,neutral,hello naomba retweets zakutosha watu wajue ninafanya usafi siku hizi,1
Mtu Akikukuacha Au Akikukataa Inamaanisha Hataki Kuendelea Kukupoteza Muda Maana Hana Mpango Wowote Na Wewe Kubali Na,neutral,mtu akikukuacha au akikukataa inamaanisha hataki kuendelea kukupoteza muda maana hana mpango wowote na wewe kubali na,1
Asante sana Clouds Media,positive,asante sana clouds media,2
Ndugu yetu ni fundi wa nyumba nzuri na Swimming Pool za kisasa zenye ubora wa hali ya juu Jamaa napatikana,neutral,ndugu yetu ni fundi wa nyumba nzuri na swimming pool za kisasa zenye ubora wa hali ya juu jamaa napatikana,1
Watoto wa kike wanaoshindwa kupata huduma za afya za uzazi wapo katika uwezekano mkubwa wa kupata ujauzito,neutral,watoto wa kike wanaoshindwa kupata huduma za afya za uzazi wapo katika uwezekano mkubwa wa kupata ujauzito,1
hiyo issue usilipie niachie miminina mshikaji wangu Lubasha nikimwambia atatufanyia bure,neutral,hiyo issue usilipie niachie miminina mshikaji wangu lubasha nikimwambia atatufanyia bure,1
Ifahamu mifumo mikuu inayounda gari yako UZI Huu ni mfululizo utakaokuwa unakuletea dondoo mbalimbali kuhusu gari,neutral,ifahamu mifumo mikuu inayounda gari yako uzi huu ni mfululizo utakaokuwa unakuletea dondoo mbalimbali kuhusu gari,1
Kadri unavyokula haraka ndivyo uwezekano wa kuongezeka uzito unakuwa mkubwa,neutral,kadri unavyokula haraka ndivyo uwezekano wa kuongezeka uzito unakuwa mkubwa,1
Na ndio waamuzi wa mambo,neutral,na ndio waamuzi wa mambo,1
Taarifa iwafikie wote ambao tutacheza nao iwe wa ndani au nje,neutral,taarifa iwafikie wote ambao tutacheza nao iwe wa ndani au nje,1
Mali yake hata ingekuwa TV ndogo ya kuchungulia kwa jicho moja ni sawa tu,neutral,mali yake hata ingekuwa tv ndogo ya kuchungulia kwa jicho moja ni sawa tu,1
Wanafunzi wasioona wanawezaje kuona picha hizi kwenye cover ya kitabu,positive,wanafunzi wasioona wanawezaje kuona picha hizi kwenye cover ya kitabu,2
Makamanda ambao leo watawakabili Kagera Sugar,neutral,makamanda ambao leo watawakabili kagera sugar,1
Sasa unaweza kupakua ripoti za utafiti wa utekelezaji wa sera ya kupitia na,positive,sasa unaweza kupakua ripoti za utafiti wa utekelezaji wa sera ya kupitia na,2
ndio mwaka rasmi bia ilianza kutengenezwa viwandani,neutral,ndio mwaka rasmi bia ilianza kutengenezwa viwandani,1
Hata mimi mwenyewe sijui ukisikia nijulishe,neutral,hata mimi mwenyewe sijui ukisikia nijulishe,1
Hahahah kwanini unadanganya watu kwenye funding,neutral,hahahah kwanini unadanganya watu kwenye funding,1
Shoka lisilo mpini halichanji kuni,positive,shoka lisilo mpini halichanji kuni,2
Toa neno uwe hapo utaelewa nilichomaanisha maana naona umekazania kuweka hilo neno,neutral,toa neno uwe hapo utaelewa nilichomaanisha maana naona umekazania kuweka hilo neno,1
Madini ya ndani ya,neutral,madini ya ndani ya,1
Ngoma ikilia sana haikawii kupasuka,positive,ngoma ikilia sana haikawii kupasuka,2
Mwaka Unaisha Lakini atachukua Tuzo ya MPUMBAVUUU BORA wa Mwaka   Au mekosea Wadau https,negative,mwaka unaisha lakini atachukua tuzo ya mpumbavuuu bora wa mwaka au mekosea wadau,0
Wimbo wa taifa wa Tanzania,neutral,wimbo wa taifa wa tanzania,1
Ukweni malalamiko yanekuwa mengi ndio maana tunafikisha ujumbe,positive,ukweni malalamiko yanekuwa mengi ndio maana tunafikisha ujumbe,2
Habari ahsante kwa kuwasiliana nasi Naomba ufafanuzi kwa msaada zaidiLL,neutral,habari ahsante kwa kuwasiliana nasi naomba ufafanuzi kwa msaada zaidill,1
Oi huyu poti ulimuuliza nini akapanic hivi,neutral,oi huyu poti ulimuuliza nini akapanic hivi,1
Hatudili na mtu SISI NI WA TAASISI Makofiiiiii simamaaaa makofiiii,neutral,hatudili na mtu sisi ni wa taasisi makofiiiiii simamaaaa makofiiii,1
Kitambulisho cha NIDA ni mchongo sana katika baadhi ya michongo muhimu Usikipuuzie kabsa,positive,kitambulisho cha nida ni mchongo sana katika baadhi ya michongo muhimu usikipuuzie kabsa,2
Mwanamume anapaswa kuhisi kwamba anahitajika na mwanamke anapaswa kuhisi kwamba anahudumiwa,positive,mwanamume anapaswa kuhisi kwamba anahitajika na mwanamke anapaswa kuhisi kwamba anahudumiwa,2
Malipo ni hapa hapa duniani,positive,malipo ni hapa hapa duniani,2
Kocha Pablo wachezaji wake,neutral,kocha pablo wachezaji wake,1
Usiingie kwenye mahusiano na mtu ambae hutatamani watoto wako wawe kama yeye,positive,usiingie kwenye mahusiano na mtu ambae hutatamani watoto wako wawe kama yeye,2
Wapambanaji wa kuleta makombe Msimbazi,neutral,wapambanaji wa kuleta makombe msimbazi,1
Elimu Ni Ufunguo Wa Maisha Sasa huyu mwanafunzi ataelewa nini htt,neutral,elimu ni ufunguo wa maisha sasa huyu mwanafunzi ataelewa nini htt,1
Viingilio vya tamasha kubwa zaidi nchini Unaweza kununua tiketi sasa kupitia mitandao ya simu,neutral,viingilio vya tamasha kubwa zaidi nchini unaweza kununua tiketi sasa kupitia mitandao ya simu,1
Hakuna maji wangeishijekuziba watu midomo si suluhisho Kiafya ni jambo la hatari sana,positive,hakuna maji wangeishijekuziba watu midomo si suluhisho kiafya ni jambo la hatari sana,2
